Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_all_pt
104674,b,87.001,122.97,136.268,0.096,166.982,2.433,3.088,78.119,405.587,1.502,-0.161,0.0,23.592,1.744,35.446,-1.216,133.25,445.847,136.445,1.512,129.012,1.609,346.549
104809,b,81.63,54.665,129.328,0.6,81.191,0.019,2.95,54.956,314.396,1.048,1.414,1.0,26.209,0.774,27.475,0.334,123.45,446.926,102.724,0.631,65.883,0.031,260.712
104976,b,86.853,36.166,90.994,0.694,184.024,1.091,1.26,47.139,279.377,1.724,-0.143,0.066,20.803,-0.511,35.865,-1.673,91.914,327.728,128.15,-1.448,57.369,-0.753,222.709
105099,b,67.25,21.647,155.488,1.654,119.576,0.117,0.424,66.859,282.839,1.112,0.001,0.0,47.91,1.444,53.292,1.868,79.763,388.217,56.794,-1.722,51.386,-0.068,181.638
105190,b,148.25,83.486,7.928,1.909,153.408,1.582,1.61,68.644,255.695,1.669,-1.332,0.001,39.156,2.189,65.334,0.937,86.17,231.68,83.066,-2.533,35.092,-0.624,151.205
105275,b,137.569,73.361,153.15,0.145,289.217,1.364,1.764,49.333,492.859,0.614,-0.385,0.0,59.817,0.075,36.7,-0.312,136.369,552.177,216.223,-1.098,130.134,-1.243,396.342
105295,b,155.525,123.693,206.56,1.869,286.525,2.054,2.807,37.407,441.04,0.505,-0.881,0.766,58.625,-0.101,29.59,-2.193,204.914,474.151,218.741,-0.776,54.1,-2.645,352.825
105437,b,204.651,205.758,131.768,1.864,256.15,1.464,2.928,24.045,420.47,0.841,-1.295,0.025,97.067,0.914,81.617,-0.263,130.481,576.66,156.131,0.595,48.009,2.46,241.786
105607,b,136.424,75.869,106.723,1.031,130.734,-0.052,1.317,52.29,295.267,0.424,-0.969,0.024,94.635,0.794,40.111,0.535,116.026,350.643,78.63,-0.977,50.037,0.053,160.521
105735,b,161.811,61.296,79.41,0.826,98.061,4.954,1.171,20.744,296.977,4.732,-1.345,0.06,24.152,-2.366,114.295,-1.572,62.33,389.195,77.651,-2.677,48.698,-1.851,158.53
105786,b,116.529,97.575,130.15,0.447,293.629,2.503,2.642,63.734,549.926,3.079,-1.331,0.823,24.001,0.362,73.894,1.696,119.345,546.756,263.383,1.374,75.672,1.821,452.03
105912,b,86.581,63.494,62.574,2.188,214.255,1.811,2.149,217.616,323.43,1.516,-1.271,0.037,25.591,-1.462,38.791,-0.252,84.64,441.5,136.8,2.829,45.116,0.64,259.048
106343,b,87.777,69.8,39.748,3.93,522.75,0.216,2.334,37.69,253.159,1.067,-1.414,0.875,36.373,0.989,38.803,1.3,70.007,296.014,84.586,0.054,60.47,3.985,177.983
107882,b,82.263,36.499,115.409,1.544,88.991,0.58,1.013,33.492,208.84,0.577,-0.304,0.555,49.377,-1.869,28.475,-1.677,133.746,274.438,63.951,-0.312,36.121,-1.856,130.989
108155,b,164.741,189.264,41.747,3.869,437.247,-0.017,2.566,43.79,319.524,1.57,-1.181,0.302,63.414,1.685,99.534,0.188,68.834,434.809,63.051,0.004,60.768,-3.864,156.577
108293,b,66.259,109.585,47.485,1.108,147.061,-0.037,2.482,50.952,308.353,0.624,-1.152,0.339,61.33,1.302,38.268,-0.056,87.062,339.524,68.136,1.073,58.601,-0.034,208.754
108395,b,75.888,176.808,117.936,0.887,68.321,1.594,2.913,45.482,261.395,2.13,-1.038,0.0,43.629,-1.63,92.935,0.206,79.984,383.913,48.635,-0.895,40.521,-1.782,124.832
108637,b,112.701,19.164,130.102,0.994,160.62,2.867,0.525,54.398,281.26,2.131,-0.059,0.0,24.897,-0.677,53.058,-0.315,116.792,329.47,134.384,2.262,38.683,1.268,203.305
108708,b,56.65,55.247,119.629,3.273,493.962,-1.594,1.835,82.811,303.14,0.701,-0.413,0.999,40.027,0.363,28.048,0.996,132.581,374.904,116.177,-0.595,77.79,2.678,235.065
108762,b,55.456,20.16,195.697,0.367,87.717,1.722,0.486,53.445,333.292,1.266,0.108,0.998,36.483,-1.786,46.183,-1.316,124.962,400.54,174.859,-1.141,45.613,-1.509,250.626
109026,b,84.161,64.367,172.463,0.373,85.235,0.06,2.263,51.556,368.537,1.785,1.414,0.0,26.208,0.245,46.778,0.633,139.066,439.327,147.268,-0.495,82.436,-0.122,295.551
109113,s,81.396,91.597,125.047,5.403,1412.763,-7.27,1.766,113.523,313.432,0.946,0.005,0.599,47.009,0.003,44.455,1.767,77.745,213.463,95.919,2.534,93.404,-2.869,221.968
109228,b,62.006,33.253,135.341,0.732,96.233,0.994,0.935,19.148,269.418,2.225,0.139,0.001,24.693,-1.989,54.934,-2.051,90.475,340.569,80.466,-0.696,63.751,-1.428,189.791
109474,b,129.157,41.817,92.957,0.309,209.942,-0.024,0.682,38.246,375.111,1.59,-0.053,0.0,47.707,-1.682,75.864,-2.359,64.725,415.4,135.655,-0.159,82.087,0.15,251.539
109653,b,207.927,154.047,78.262,5.05,1158.106,-4.542,3.048,25.675,398.781,2.031,-1.238,0.18,41.57,-0.379,84.442,-1.953,129.195,601.138,134.89,-1.171,63.042,3.88,272.769
109984,b,219.991,324.815,115.355,2.824,505.95,-1.95,2.411,22.059,663.363,1.782,-1.411,0.634,124.24,0.481,221.419,1.163,86.91,810.14,171.555,-1.202,78.4,1.622,317.704
110136,b,80.425,164.403,122.811,0.194,289.151,1.799,3.285,35.501,498.458,1.652,-1.007,0.0,34.98,0.679,57.789,-1.825,117.341,577.645,191.126,-1.442,112.775,-1.248,405.688
110446,b,133.506,43.729,72.023,3.342,411.852,1.074,1.089,39.898,305.626,2.669,-0.311,0.997,25.788,1.977,68.84,2.062,72.585,389.709,125.374,0.295,44.152,3.638,210.998
110649,b,225.539,150.39,170.755,1.382,195.713,-0.188,3.299,98.032,318.969,1.655,-0.999,0.002,38.443,0.286,63.623,2.283,199.879,369.786,110.82,1.228,65.314,-0.153,216.903
110740,b,135.124,209.789,90.673,2.574,262.124,0.695,3.227,62.793,293.851,1.084,-0.445,0.92,44.783,1.894,48.528,-1.161,100.886,252.273,73.979,-2.821,62.703,-0.246,200.54
110895,b,148.326,160.288,89.939,1.749,200.268,0.885,1.862,75.386,344.005,1.286,-0.444,0.004,66.179,-1.082,85.078,0.769,65.315,437.66,78.513,-0.41,72.721,-2.159,192.747
110948,s,169.717,159.663,44.362,2.422,219.674,-0.573,3.135,6.417,361.163,2.264,-1.414,0.005,52.222,-1.464,118.235,-1.821,68.777,304.989,77.501,-0.265,47.273,2.157,190.706
111270,b,69.304,149.593,47.028,1.13,111.88,0.529,2.474,66.981,275.022,0.258,-0.823,0.037,114.262,-1.741,29.49,0.104,106.75,391.455,53.33,-1.486,46.403,-0.356,131.271
111640,b,76.656,25.786,108.57,0.602,125.041,3.733,0.925,32.119,268.915,1.25,-0.092,0.003,24.757,0.524,30.957,1.228,104.316,327.418,141.264,1.654,38.153,2.256,213.2
111741,b,68.182,80.232,140.048,0.565,165.092,0.171,1.863,36.93,319.174,0.768,-0.09,0.397,48.883,-1.551,37.551,-0.229,135.179,373.925,152.764,-0.218,44.736,-0.784,232.74
111746,b,92.522,62.341,290.017,2.148,215.842,1.129,2.354,145.302,361.884,1.0,1.414,0.72,30.924,1.185,30.932,2.127,260.779,440.636,106.194,0.437,59.309,2.585,300.029
111781,b,89.157,37.996,93.865,2.573,216.36,4.176,1.362,35.849,217.928,0.902,-0.079,0.992,31.762,2.349,28.634,2.296,82.551,289.246,86.155,1.128,36.794,3.701,157.532
111839,b,158.724,197.212,35.86,2.825,193.279,-0.997,2.767,24.59,277.864,1.023,-1.408,0.443,75.797,-1.928,77.554,-0.276,101.395,341.228,54.941,2.411,36.402,-0.414,124.514
112026,b,86.081,125.205,149.325,0.694,58.77,-0.081,2.981,10.541,286.742,1.812,0.029,0.0,22.095,1.755,40.032,-1.224,119.928,501.567,81.644,-0.148,64.548,0.546,224.615
112309,s,43.224,62.274,366.775,2.642,845.177,-0.177,0.991,214.57,699.059,0.346,0.254,0.296,103.014,-0.756,35.659,0.206,247.008,674.153,286.12,0.069,158.849,-2.573,560.386
112331,b,73.453,60.75,202.435,0.929,195.639,-0.072,2.583,46.874,311.053,1.116,1.411,0.0,23.519,-0.198,26.237,-1.779,176.83,416.996,140.258,-0.844,86.043,0.085,261.297
112348,b,78.334,104.812,58.321,0.541,34.893,2.513,2.856,9.764,168.938,2.201,-0.842,0.0,20.11,-2.376,44.259,0.176,60.853,241.182,38.166,1.338,33.442,1.879,104.569
112477,b,68.209,31.383,224.404,1.217,360.081,-0.07,1.15,48.497,532.565,1.962,1.249,0.398,20.233,-0.391,39.703,0.036,176.768,577.829,259.307,-1.156,117.274,0.061,472.628
112530,b,30.327,92.401,119.115,2.331,180.978,-1.344,2.859,2.6,217.873,1.083,0.265,0.019,27.847,0.16,30.151,2.437,105.498,221.825,87.126,1.289,41.456,-1.043,159.875
112597,b,118.785,78.382,111.323,1.92,348.677,2.223,2.19,181.626,371.731,1.113,-1.167,0.958,32.981,0.051,36.709,-1.575,150.125,317.492,154.607,-2.733,87.959,-0.813,302.041
112598,b,67.202,168.898,69.421,4.215,511.831,-3.874,3.336,27.488,335.149,0.595,-1.407,0.879,80.627,0.147,47.937,-1.511,100.539,369.02,71.31,-2.86,53.785,1.354,206.586
112732,b,175.234,34.451,235.25,1.826,660.114,-0.825,0.619,24.028,694.595,1.211,-0.053,0.637,50.179,-1.244,60.779,-0.707,233.526,675.259,357.685,-1.007,153.487,0.819,583.637
112829,b,71.289,76.704,114.204,0.017,130.247,1.097,3.144,48.611,280.267,1.572,-1.399,0.0,23.436,0.394,36.836,-1.168,115.244,414.139,149.783,-1.056,38.241,-1.039,219.995
112985,b,74.502,65.996,50.717,1.258,138.302,0.422,2.798,42.032,225.126,1.376,-1.414,0.903,27.236,1.354,37.478,0.703,62.821,311.491,61.784,1.533,52.506,0.275,160.412
113198,b,71.233,46.905,162.612,0.104,115.701,7.215,1.209,201.654,321.331,1.426,0.085,0.0,33.819,-0.136,48.211,0.356,133.076,302.166,131.691,-2.738,39.869,-2.635,239.301
113710,b,129.548,129.456,35.095,0.29,108.677,-0.016,2.866,40.876,276.848,2.549,-0.831,0.0,23.747,1.767,60.524,-0.701,69.762,361.955,55.921,0.218,50.811,-0.072,192.578
113960,b,61.551,53.885,62.513,1.084,292.539,-0.287,2.021,80.745,456.247,0.855,-1.1,0.009,32.544,-0.498,27.836,-1.26,84.664,494.038,188.874,-0.623,91.014,0.461,395.867
114067,b,91.614,74.428,50.477,1.619,96.788,-0.544,2.247,41.795,184.36,1.167,-0.094,0.022,25.065,0.992,29.245,-1.253,79.365,284.729,56.12,1.143,38.658,-0.476,130.049
114141,b,125.444,80.674,182.586,2.471,245.379,1.461,2.139,50.556,320.365,0.546,0.478,0.253,58.806,0.489,32.104,-0.28,144.481,349.809,85.381,-2.964,67.228,-0.493,229.455
114236,b,73.731,146.505,43.783,0.368,169.335,2.807,3.888,41.984,289.328,1.384,-1.243,1.0,20.615,-1.921,28.522,1.682,69.159,410.316,88.518,1.502,78.348,1.869,240.191
114529,b,85.506,88.973,129.359,4.321,912.913,-2.774,2.601,56.194,370.889,1.669,-1.353,0.851,35.306,-0.179,58.917,-0.51,126.104,484.449,167.482,0.784,66.006,-3.537,276.666
114690,b,86.503,90.356,285.384,1.397,208.098,2.174,1.298,44.025,521.319,4.843,0.353,0.002,33.811,0.314,163.734,0.09,131.683,643.803,212.467,-2.33,61.548,-0.933,323.774
114916,b,121.049,56.012,140.389,0.236,87.257,0.018,1.112,57.779,290.29,1.152,0.023,0.0,46.588,0.163,53.69,-0.669,103.303,356.582,88.582,0.061,59.604,0.297,190.012
115025,b,104.078,76.121,115.418,1.854,221.15,2.115,2.473,151.543,323.621,0.441,-1.404,0.724,60.055,1.943,26.498,2.251,126.01,252.218,133.894,2.652,51.819,0.798,237.067
115034,b,73.177,21.698,120.934,1.638,157.836,-0.193,0.698,69.74,232.234,2.445,0.027,0.796,20.255,-1.109,49.516,-1.082,88.619,334.208,67.434,0.128,55.21,-1.51,162.463
115505,b,120.108,71.956,58.925,1.719,146.023,5.035,2.886,51.294,222.274,2.714,-1.409,0.016,20.872,-1.341,56.655,-0.655,80.238,336.775,66.086,-1.543,45.28,-3.262,144.746
115595,b,59.06,124.806,248.321,3.034,708.392,-2.23,3.399,103.443,509.672,1.277,-1.178,0.986,34.873,-2.178,44.539,-0.084,244.737,677.315,222.454,1.251,99.274,-1.783,430.259
115597,b,38.253,70.438,167.604,3.253,538.202,-2.642,2.787,43.083,401.791,1.547,-1.208,0.592,28.75,1.176,44.466,1.243,155.58,377.905,126.088,-1.562,86.763,1.691,328.575
115624,b,97.38,335.192,53.03,0.029,140.496,0.183,4.667,12.221,260.603,2.135,-1.195,0.0,25.099,-2.036,53.586,2.391,67.822,367.339,87.862,0.443,61.465,0.414,181.918
116289,b,65.342,58.941,62.344,0.943,110.344,3.353,3.048,55.732,197.311,1.674,-1.414,0.619,21.931,-1.648,36.706,-2.218,62.606,283.227,62.666,-2.363,40.359,-1.419,138.674
116414,b,67.934,103.867,148.767,0.988,304.641,3.415,2.101,59.288,494.019,1.697,-0.047,0.0,38.624,-0.104,65.55,-1.488,112.42,497.737,163.165,1.419,123.598,2.407,389.845
116619,b,139.965,258.956,93.532,1.992,348.946,-0.629,3.344,45.123,625.09,1.994,-1.411,0.59,60.626,1.853,120.875,-0.121,86.439,536.605,192.794,1.598,65.459,-0.394,443.589
117382,b,112.532,72.822,64.174,3.159,498.494,-1.417,1.602,46.285,340.125,1.077,-0.657,0.026,45.092,1.027,48.569,1.979,66.845,375.205,117.29,-2.618,83.067,0.541,246.464
117404,b,90.121,110.066,164.686,0.313,147.247,1.36,1.63,46.63,367.04,2.31,0.057,0.0,40.753,-1.897,94.137,-0.357,72.227,302.067,136.316,-1.02,50.096,-1.333,232.15
117458,b,74.211,69.489,68.436,2.823,174.294,-1.983,3.086,89.472,189.268,0.885,-1.414,0.143,36.433,1.533,32.253,1.869,69.999,348.843,43.268,-1.513,38.839,1.311,120.582
117677,b,70.835,61.725,216.533,3.679,665.824,-3.379,2.034,59.365,345.11,1.617,0.201,0.459,20.321,-0.317,32.865,1.695,178.101,389.162,161.477,-1.768,69.254,1.911,291.924
117827,b,57.224,101.719,27.591,2.554,214.862,-1.483,2.498,54.961,253.287,0.46,-1.313,0.191,75.619,1.37,34.759,2.027,82.365,345.531,64.418,1.662,47.981,-0.892,142.909
117976,b,92.44,33.056,66.34,2.653,178.475,-1.751,1.132,28.372,197.666,1.727,-0.204,0.914,22.681,-0.92,39.181,-0.305,64.817,293.802,54.325,-1.235,43.347,1.418,135.804
118082,b,104.735,74.939,33.37,4.736,583.832,-5.205,1.775,34.062,256.914,0.998,-0.96,0.921,38.881,-1.557,38.8,0.045,83.069,249.589,62.841,-3.003,46.722,1.733,179.234
118195,b,145.648,141.56,37.879,1.053,149.065,5.194,2.48,70.293,343.561,1.286,-1.255,0.503,56.015,0.604,72.023,1.902,75.467,375.272,77.381,2.866,57.614,1.812,215.523
118345,b,75.524,79.561,113.75,3.565,346.432,-3.111,2.366,13.184,246.147,1.233,-1.106,0.541,35.262,-2.112,43.489,-1.141,123.029,366.604,76.395,-1.526,45.713,2.039,167.395
118377,b,62.53,48.239,83.298,1.77,188.269,-0.09,1.803,34.964,231.906,1.241,0.034,0.947,21.371,-0.705,26.516,1.038,65.485,260.324,83.991,-0.053,62.448,1.717,184.019
118508,b,64.737,95.472,131.282,1.544,133.428,2.664,3.469,21.341,246.653,0.864,1.413,0.003,31.435,-2.093,27.146,0.077,119.256,217.048,83.627,-1.034,56.839,-2.578,188.072
118731,b,142.936,222.639,183.72,2.204,327.802,1.35,3.238,162.206,425.096,2.454,0.085,0.694,29.728,2.266,72.956,-0.936,140.529,284.676,110.788,-0.499,85.368,-2.704,322.411
119771,b,123.311,70.579,110.146,4.288,602.961,-3.865,1.896,15.28,261.645,0.943,-0.392,0.669,38.285,-0.891,36.086,-2.216,113.679,362.463,72.039,1.288,69.488,-2.999,187.274
119806,b,125.196,65.103,91.514,2.273,239.99,-1.185,1.316,51.67,360.212,1.698,-0.136,0.518,35.836,1.844,60.832,0.595,80.763,425.357,100.327,0.81,63.224,-1.463,263.544
119834,b,64.159,96.377,118.122,1.888,167.544,-0.535,2.166,52.147,321.687,1.521,0.012,0.144,32.376,-1.183,49.255,0.717,85.191,376.766,85.771,-1.541,67.235,0.347,240.056
119843,b,690.075,259.654,396.432,1.945,514.507,-0.41,2.301,33.795,1016.607,12.201,0.664,0.134,34.705,0.653,423.438,-0.647,362.248,709.597,370.594,1.704,96.088,-0.241,558.464
120032,b,142.039,75.94,62.13,1.096,141.31,-0.045,2.791,17.41,253.095,2.944,1.319,0.0,22.313,1.293,65.681,1.046,84.735,266.25,78.218,0.043,53.391,-1.052,165.101
120394,b,105.12,72.161,37.949,2.482,292.52,-0.736,2.074,100.867,335.671,1.411,-1.408,0.565,32.089,0.829,45.271,1.834,80.457,289.718,94.139,2.137,66.686,-0.344,258.312
120482,b,542.328,294.714,108.031,3.127,246.109,-2.299,2.976,41.572,515.585,3.596,-1.248,0.971,69.795,-0.88,250.949,0.114,294.452,321.493,55.694,1.944,51.723,-1.183,194.841
120536,b,149.34,199.684,39.572,1.573,435.854,1.177,3.376,89.588,529.819,2.616,-1.388,0.934,25.842,2.024,67.608,-1.134,94.513,588.011,208.496,-0.553,127.973,-2.127,436.369
120607,b,101.595,74.684,75.906,0.913,106.372,2.743,2.843,137.811,272.974,1.016,-1.399,0.011,33.254,-0.304,33.775,0.747,90.15,428.497,62.179,1.262,57.549,2.174,205.946
120615,b,209.675,106.257,290.936,4.025,1006.23,-3.937,1.483,84.742,531.907,1.524,0.55,0.932,60.183,0.062,91.698,0.87,220.089,531.083,140.326,2.348,133.099,-1.677,380.026
120646,b,77.808,117.764,227.527,2.416,425.336,-1.043,2.001,51.202,500.305,2.844,0.247,0.988,34.762,1.918,98.85,0.51,147.226,583.35,152.937,-0.563,111.39,1.853,366.694
120708,b,146.298,79.939,157.966,4.931,909.68,-4.215,1.468,25.014,354.646,5.754,-0.015,0.862,20.814,1.047,119.769,-0.413,84.515,395.495,135.137,1.1,44.566,-3.831,214.063
121052,b,80.262,214.147,36.488,0.419,187.905,0.006,3.005,34.162,367.178,0.746,-1.313,0.0,88.444,0.232,66.007,-1.6,80.892,525.521,93.443,-0.434,88.9,-0.014,212.727
121534,b,80.603,72.906,62.656,1.333,151.133,-0.204,2.149,41.803,243.489,0.591,-1.181,0.87,45.396,-1.131,26.809,0.242,107.937,355.4,65.469,1.157,57.519,-0.176,171.284
121552,b,182.543,82.962,108.36,2.172,640.549,-0.367,3.236,134.064,615.193,2.487,-1.29,0.671,23.397,-0.772,58.186,0.215,143.219,654.814,219.183,-0.185,170.605,1.987,533.611
121747,b,78.486,91.555,173.818,0.659,317.97,0.01,3.095,23.563,526.724,2.827,-1.392,0.0,23.11,-1.897,65.329,-0.693,145.658,552.905,191.979,0.014,141.972,0.673,438.285
121827,b,39.065,70.022,195.995,1.325,116.706,7.698,1.695,48.542,298.361,0.821,0.372,0.0,41.85,-0.663,34.376,0.905,143.453,332.033,79.378,2.19,78.264,3.515,222.135
122019,b,45.727,36.791,146.997,1.127,168.993,3.043,1.305,15.777,299.671,1.676,0.268,0.0,22.854,0.324,38.311,-0.184,117.472,347.279,153.485,2.396,50.489,1.27,238.506
122052,b,101.801,59.87,107.364,0.305,65.67,1.456,1.872,83.021,317.339,0.57,-0.617,0.0,47.74,-1.731,27.208,-2.306,97.493,379.089,124.891,-1.064,72.078,-1.369,242.39
122340,b,118.206,224.403,108.621,1.819,509.496,0.601,3.954,75.706,453.111,1.261,-0.067,0.168,28.254,1.541,35.636,-2.41,125.425,767.293,212.479,-2.104,145.262,-0.286,389.222
122406,b,119.678,47.777,18.225,1.922,224.949,1.191,1.035,198.635,348.292,0.697,-1.189,0.283,54.54,-0.46,38.026,0.374,100.5,253.56,189.585,2.415,34.64,0.493,255.727
122745,b,68.757,86.593,169.655,0.714,211.958,0.002,2.96,95.501,397.715,1.649,-0.685,0.0,21.357,-0.16,35.222,2.043,166.162,431.961,125.93,0.716,109.284,0.002,341.136
122832,b,81.071,111.833,180.437,2.23,264.102,-0.981,3.253,27.592,400.364,3.686,-1.409,0.376,24.142,-0.345,88.991,-1.615,129.814,365.363,111.948,0.603,82.342,-1.627,287.231
123011,b,89.824,88.352,60.222,1.576,156.143,3.08,2.506,135.245,260.13,0.66,-1.398,0.154,47.722,0.522,31.493,-0.846,101.848,332.776,74.543,-2.712,60.287,-1.136,180.915
123067,b,165.09,63.592,56.548,0.046,176.546,0.038,1.404,63.245,359.043,3.345,-0.562,0.0,24.663,-0.021,82.508,0.984,85.965,195.253,120.949,0.22,67.379,0.174,251.873
123120,b,93.895,32.631,28.888,6.825,1062.19,-11.632,1.132,31.557,158.991,0.954,-1.414,0.801,29.685,0.757,28.315,1.495,81.643,229.507,37.289,3.301,32.869,-3.524,100.991
123459,b,108.706,98.229,96.249,0.84,129.553,3.359,3.141,25.355,411.255,1.957,-1.414,0.98,32.284,-0.985,63.19,-1.82,94.427,579.283,86.046,-2.3,74.111,-1.46,315.781
